reg,lpo,sim
1,6.528918918918918,53
1,6.5351351351351346,53
1,6.54135135135135,53
1,6.547567567567567,53
1,6.553783783783783,53
1,6.559999999999999,53
1,6.566216216216215,53
1,6.572432432432431,53
1,6.578648648648648,53
1,6.584864864864864,53
1,6.5910810810810805,53
1,6.597297297297296,53
1,6.603513513513513,53
1,6.609729729729729,53
1,6.615945945945945,53
1,6.622162162162161,53
1,6.628378378378377,53
1,6.634594594594594,53
1,6.64081081081081,53
1,6.647027027027026,53
1,6.653243243243242,53
1,6.659459459459459,53
1,6.665675675675675,53
1,6.671891891891891,53
1,6.678108108108107,53
1,6.684324324324323,53
1,6.69054054054054,53
1,6.696756756756756,53
1,6.702972972972972,53
1,6.709189189189188,53
1,6.715405405405405,53
1,6.721621621621621,53
1,6.727837837837837,53
1,6.734054054054053,53
1,6.740270270270269,53
1,6.746486486486486,53
1,6.752702702702702,53
1,6.758918918918918,53
1,6.765135135135134,53
1,6.771351351351351,53
1,6.777567567567567,53
1,6.783783783783783,53
1,6.789999999999999,53
1,6.796216216216215,53
1,6.802432432432432,53
1,6.8086486486486475,53
1,6.814864864864864,53
1,6.82108108108108,53
1,6.827297297297297,53
1,6.8335135135135125,53
1,6.839729729729729,53
1,6.845945945945945,53
1,6.852162162162161,53
1,6.858378378378378,53
1,6.864594594594593,53
1,6.87081081081081,53
1,6.877027027027026,53
1,6.883243243243243,53
1,6.8894594594594585,53
1,6.895675675675675,53
1,6.901891891891891,53
1,6.908108108108107,53
1,6.9143243243243235,53
1,6.920540540540539,53
1,6.926756756756756,53
1,6.932972972972972,53
1,6.939189189189189,53
1,6.945405405405404,53
1,6.951621621621621,53
1,6.957837837837837,53
1,6.964054054054053,53
1,6.9702702702702695,53
1,6.976486486486485,53
1,6.982702702702702,53
1,6.988918918918918,53
1,6.9951351351351345,53
1,7.00135135135135,53
1,7.007567567567567,53
1,7.013783783783783,53
1,7.019999999999999,53
1,7.026216216216215,53
1,7.032432432432431,53
1,7.038648648648648,53
1,7.044864864864864,53
1,7.0510810810810804,53
1,7.057297297297296,53
1,7.063513513513513,53
1,7.069729729729729,53
1,7.075945945945945,53
1,7.082162162162161,53
1,7.088378378378377,53
1,7.094594594594594,53
1,7.10081081081081,53
1,7.107027027027026,53
1,7.113243243243242,53
1,7.119459459459459,53
1,7.125675675675675,53
1,7.1318918918918905,53
1,7.138108108108107,53
1,7.144324324324323,53
1,7.15054054054054,53
1,7.156756756756756,53
1,7.162972972972972,53
1,7.169189189189188,53
1,7.175405405405405,53
1,7.181621621621621,53
1,7.1878378378378365,53
1,7.194054054054053,53
1,7.200270270270269,53
1,7.206486486486486,53
1,7.2127027027027015,53
1,7.218918918918918,53
1,7.225135135135134,53
1,7.231351351351351,53
1,7.237567567567567,53
1,7.243783783783782,53
1,7.249999999999999,53
1,7.256216216216215,53
1,7.262432432432432,53
1,7.2686486486486475,53
1,7.274864864864864,53
1,7.28108108108108,53
1,7.287297297297297,53
1,7.2935135135135125,53
1,7.299729729729728,53
1,7.305945945945945,53
1,7.312162162162161,53
1,7.318378378378378,53
1,7.324594594594593,53
1,7.33081081081081,53
1,7.337027027027026,53
1,7.343243243243243,53
1,7.3494594594594584,53
1,7.355675675675674,53
1,7.361891891891891,53
1,7.368108108108107,53
1,7.3743243243243235,53
1,7.380540540540539,53
1,7.386756756756756,53
1,7.392972972972972,53
1,7.3991891891891886,53
1,7.405405405405404,53
1,7.41162162162162,53
1,7.417837837837837,53
1,7.424054054054053,53
1,7.430270270270269,53
1,7.436486486486485,53
1,7.442702702702702,53
1,7.448918918918918,53
1,7.4551351351351345,53
1,7.46135135135135,53
1,7.467567567567567,53
1,7.473783783783783,53
1,7.479999999999999,53
1,7.486216216216215,53
1,7.492432432432431,53
1,7.498648648648648,53
1,7.504864864864864,53
1,7.51108108108108,53
1,7.517297297297296,53
1,7.523513513513513,53
1,7.529729729729729,53
1,7.535945945945945,53
1,7.542162162162161,53
1,7.548378378378377,53
1,7.554594594594594,53
1,7.56081081081081,53
1,7.567027027027026,53
1,7.573243243243242,53
1,7.579459459459459,53
1,7.585675675675675,53
1,7.5918918918918905,53
1,7.598108108108107,53
1,7.604324324324323,53
1,7.61054054054054,53
1,7.616756756756756,53
1,7.622972972972972,53
1,7.629189189189188,53
1,7.635405405405405,53
1,7.641621621621621,53
1,7.647837837837836,53
1,7.654054054054053,53
1,7.660270270270269,53
1,7.666486486486486,53
1,7.6727027027027015,53
1,7.678918918918918,53
1,7.685135135135134,53
1,7.691351351351351,53
1,7.6975675675675665,53
1,7.703783783783782,53
1,7.709999999999999,53
2,1.5,118
2,1.5062162162162163,118
2,1.5124324324324325,118
2,1.5186486486486486,118
2,1.5248648648648648,118
2,1.531081081081081,118
2,1.5372972972972974,118
2,1.5435135135135134,118
2,1.5497297297297297,118
2,1.555945945945946,118
2,1.5621621621621622,118
2,1.5683783783783785,118
2,1.5745945945945945,118
2,1.5808108108108108,118
2,1.587027027027027,118
2,1.5932432432432433,118
2,1.5994594594594593,118
2,1.6056756756756756,118
2,1.6118918918918919,118
2,1.6181081081081081,118
2,1.6243243243243244,118
2,1.6305405405405404,118
2,1.6367567567567567,118
2,1.642972972972973,118
2,1.6491891891891892,118
2,1.6554054054054053,118
2,1.6616216216216215,118
2,1.6678378378378378,118
2,1.674054054054054,118
2,1.6802702702702703,118
2,1.6864864864864866,118
2,1.6927027027027026,118
2,1.6989189189189189,118
2,1.7051351351351351,118
2,1.7113513513513512,118
2,1.7175675675675675,118
2,1.7237837837837837,118
2,1.73,118
2,1.7362162162162162,118
2,1.7424324324324325,118
2,1.7486486486486486,118
2,1.7548648648648648,118
2,1.761081081081081,118
2,1.7672972972972971,118
2,1.7735135135135134,118
2,1.7797297297297296,118
2,1.785945945945946,118
2,1.7921621621621622,118
2,1.7983783783783784,118
2,1.8045945945945945,118
2,1.8108108108108107,118
2,1.817027027027027,118
2,1.823243243243243,118
2,1.8294594594594593,118
2,1.8356756756756756,118
2,1.8418918918918918,118
2,1.848108108108108,118
2,1.8543243243243244,118
2,1.8605405405405404,118
2,1.8667567567567567,118
2,1.872972972972973,118
2,1.8791891891891892,118
2,1.8854054054054052,118
2,1.8916216216216215,118
2,1.8978378378378378,118
2,1.904054054054054,118
2,1.9102702702702703,118
2,1.9164864864864863,118
2,1.9227027027027026,118
2,1.9289189189189189,118
2,1.9351351351351351,118
2,1.9413513513513512,118
2,1.9475675675675674,118
2,1.9537837837837837,118
2,1.96,118
2,1.9662162162162162,118
2,1.9724324324324325,118
2,1.9786486486486485,118
2,1.9848648648648648,118
2,1.991081081081081,118
2,1.997297297297297,118
2,2.0035135135135134,118
2,2.0097297297297296,118
2,2.015945945945946,118
2,2.022162162162162,118
2,2.0283783783783784,118
2,2.0345945945945942,118
2,2.040810810810811,118
2,2.0470270270270268,118
2,2.053243243243243,118
2,2.0594594594594593,118
2,2.0656756756756756,118
2,2.071891891891892,118
2,2.078108108108108,118
2,2.0843243243243244,118
2,2.09054054054054,118
2,2.096756756756757,118
2,2.1029729729729727,118
2,2.109189189189189,118
2,2.1154054054054052,118
2,2.1216216216216215,118
2,2.1278378378378378,118
2,2.134054054054054,118
2,2.1402702702702703,118
2,2.146486486486486,118
2,2.152702702702703,118
2,2.1589189189189186,118
2,2.165135135135135,118
2,2.171351351351351,118
2,2.1775675675675674,118
2,2.1837837837837837,118
2,2.19,118
2,2.196216216216216,118
2,2.2024324324324325,118
2,2.2086486486486487,118
2,2.2148648648648646,118
2,2.221081081081081,118
2,2.227297297297297,118
2,2.2335135135135133,118
2,2.2397297297297296,118
2,2.245945945945946,118
2,2.252162162162162,118
2,2.2583783783783784,118
2,2.2645945945945947,118
2,2.2708108108108105,118
2,2.2770270270270268,118
2,2.283243243243243,118
2,2.2894594594594593,118
2,2.2956756756756755,118
2,2.301891891891892,118
2,2.308108108108108,118
2,2.3143243243243243,118
2,2.3205405405405406,118
2,2.3267567567567564,118
