reg,fv_fm,sim
1,0.5625625625625625,88
1,0.5635635635635635,88
1,0.5645645645645646,88
1,0.5655655655655656,88
1,0.5665665665665666,88
1,0.5675675675675675,89
1,0.5685685685685685,89
1,0.5695695695695696,89
1,0.5705705705705706,89
1,0.5715715715715716,89
1,0.5725725725725725,89
1,0.5735735735735735,90
1,0.5745745745745746,90
1,0.5755755755755756,90
1,0.5765765765765766,90
1,0.57757757757757755,90
1,0.5785785785785785,90
1,0.5795795795795796,91
1,0.5805805805805806,91
1,0.5815815815815816,91
1,0.5825825825825826,91
1,0.5835835835835835,91
1,0.5845845845845846,91
1,0.5855855855855856,91
1,0.5865865865865866,92
1,0.5875875875875876,92
1,0.5885885885885885,92
1,0.5895895895895896,92
1,0.5905905905905906,92
1,0.5915915915915916,92
1,0.5925925925925926,93
1,0.5935935935935935,93
1,0.5945945945945946,93
1,0.5955955955955956,93
1,0.5965965965965966,93
1,0.5975975975975976,93
1,0.5985985985985985,94
1,0.5995995995995996,94
1,0.6006006006006006,94
1,0.6016016016016016,94
1,0.6026026026026026,94
1,0.6036036036036035,94
1,0.6046046046046046,95
1,0.6056056056056056,95
1,0.6066066066066066,95
1,0.6076076076076076,95
1,0.6086086086086087,95
1,0.6096096096096096,95
1,0.6106106106106106,96
1,0.6116116116116116,96
1,0.6126126126126126,96
1,0.6136136136136137,96
1,0.6146146146146146,96
1,0.6156156156156156,96
1,0.6166166166166166,97
1,0.6176176176176176,97
1,0.6186186186186187,97
1,0.6196196196196196,97
1,0.6206206206206206,97
1,0.6216216216216216,97
1,0.6226226226226226,98
1,0.6236236236236237,98
1,0.6246246246246246,98
1,0.6256256256256256,98
1,0.6266266266266266,98
1,0.6276276276276276,98
1,0.6286286286286287,99
1,0.6296296296296297,99
1,0.6306306306306306,99
1,0.6316316316316316,99
1,0.6326326326326326,99
1,0.6336336336336337,99
1,0.6346346346346347,100
1,0.6356356356356356,100
1,0.6366366366366366,100
1,0.6376376376376376,100
1,0.6386386386386387,100
1,0.6396396396396397,100
1,0.6406406406406406,101
1,0.6416416416416416,101
1,0.6426426426426426,101
1,0.6436436436436437,101
1,0.6446446446446447,101
1,0.6456456456456456,101
1,0.6466466466466466,102
1,0.6476476476476476,102
1,0.6486486486486487,102
1,0.6496496496496497,102
1,0.6506506506506506,102
1,0.6516516516516516,102
1,0.6526526526526526,103
1,0.6536536536536537,103
1,0.6546546546546547,103
1,0.6556556556556556,103
1,0.6566566566566566,103
1,0.6576576576576576,103
1,0.6586586586586587,104
1,0.6596596596596597,104
1,0.6606606606606606,104
1,0.6616616616616616,104
1,0.6626626626626626,104
1,0.6636636636636637,104
1,0.6646646646646647,105
1,0.6656656656656657,105
1,0.6666666666666666,105
1,0.6676676676676676,105
1,0.6686686686686687,105
1,0.6696696696696697,105
1,0.6706706706706707,106
1,0.6716716716716716,106
1,0.6726726726726726,106
1,0.6736736736736737,106
1,0.6746746746746747,106
1,0.6756756756756757,106
1,0.6766766766766766,107
1,0.6776776776776777,107
1,0.6786786786786787,107
1,0.6796796796796797,107
1,0.6806806806806807,107
1,0.6816816816816816,107
1,0.6826826826826827,108
1,0.6836836836836837,108
1,0.6846846846846847,108
1,0.6856856856856857,108
1,0.6866866866866866,108
1,0.6876876876876877,108
1,0.6886886886886887,109
1,0.6896896896896897,109
1,0.6906906906906907,109
1,0.6916916916916916,109
1,0.6926926926926927,109
1,0.6936936936936937,109
1,0.6946946946946947,110
1,0.6956956956956957,110
1,0.6966966966966966,110
1,0.6976976976976977,110
1,0.6986986986986987,110
1,0.6996996996996997,110
1,0.7007007007007007,111
1,0.7017017017017017,111
1,0.7027027027027027,111
1,0.7037037037037037,111
1,0.7047047047047047,111
1,0.7057057057057057,111
1,0.7067067067067067,112
1,0.7077077077077077,112
1,0.7087087087087087,112
1,0.7097097097097097,112
1,0.7107107107107107,112
1,0.7117117117117117,112
1,0.7127127127127127,113
1,0.7137137137137137,113
1,0.7147147147147147,113
1,0.7157157157157157,113
1,0.7167167167167167,113
1,0.7177177177177178,113
1,0.7187187187187187,114
1,0.7197197197197197,114
1,0.7207207207207207,114
1,0.7217217217217217,114
1,0.7227227227227228,114
1,0.7237237237237237,114
1,0.7247247247247247,114
1,0.7257257257257257,115
1,0.7267267267267267,115
1,0.7277277277277278,115
1,0.7287287287287287,115
1,0.7297297297297297,115
1,0.7307307307307307,115
1,0.7317317317317317,116
1,0.7327327327327328,116
1,0.7337337337337337,116
1,0.7347347347347347,116
1,0.7357357357357357,116
1,0.7367367367367368,116
1,0.7377377377377378,117
1,0.7387387387387387,117
1,0.7397397397397397,117
1,0.7407407407407407,117
1,0.7417417417417418,117
1,0.7427427427427428,117
1,0.7437437437437437,118
1,0.7447447447447447,118
1,0.7457457457457457,118
1,0.7467467467467468,118
1,0.7477477477477478,118
1,0.7487487487487487,118
1,0.7497497497497497,119
1,0.7507507507507507,119
1,0.7517517517517518,119
1,0.7527527527527528,119
1,0.7537537537537538,119
1,0.7547547547547547,119
1,0.7557557557557557,120
1,0.7567567567567568,120
1,0.7577577577577578,120
1,0.7587587587587588,120
1,0.7597597597597597,120
1,0.7607607607607607,120
1,0.7617617617617618,121
1,0.7627627627627628,121
1,0.7637637637637638,121
1,0.7647647647647647,121
1,0.7657657657657657,121
1,0.7667667667667668,121
1,0.7677677677677678,122
1,0.7687687687687688,122
1,0.7697697697697697,122
1,0.7707707707707707,122
1,0.7717717717717718,122
1,0.7727727727727728,122
1,0.7737737737737738,123
1,0.7747747747747747,123
1,0.7757757757757757,123
1,0.7767767767767768,123
1,0.7777777777777778,123
1,0.7787787787787788,123
1,0.7797797797797797,123
1,0.7807807807807807,124
1,0.7817817817817818,124
1,0.7827827827827828,124
1,0.7837837837837838,124
1,0.7847847847847848,124
1,0.7857857857857857,124
1,0.7867867867867868,125
1,0.7877877877877878,125
1,0.7887887887887888,125
1,0.7897897897897898,125
1,0.7907907907907907,125
1,0.7917917917917918,125
1,0.7927927927927928,126
1,0.7937937937937938,126
1,0.7947947947947948,126
1,0.7957957957957957,126
1,0.7967967967967968,126
1,0.7977977977977978,126
1,0.7987987987987988,127
1,0.7997997997997998,127
1,0.8008008008008007,127
1,0.8018018018018018,127
1,0.8028028028028028,127
1,0.8038038038038038,127
1,0.8048048048048048,128
1,0.8058058058058059,128
1,0.8068068068068068,128
1,0.8078078078078078,128
1,0.8088088088088088,128
1,0.8098098098098098,128
1,0.8108108108108109,128
1,0.8118118118118118,129
1,0.8128128128128128,129
1,0.8138138138138138,129
1,0.8148148148148148,129
1,0.8158158158158159,129
1,0.8168168168168168,129
1,0.8178178178178178,130
1,0.8188188188188188,130
1,0.8198198198198198,130
1,0.8208208208208209,130
1,0.8218218218218218,130
1,0.8228228228228228,130
1,0.8238238238238238,131
1,0.8248248248248248,131
1,0.8258258258258259,131
1,0.8268268268268268,131
1,0.8278278278278278,131
1,0.8288288288288288,131
1,0.8298298298298298,132
1,0.8308308308308309,132
1,0.8318318318318318,132
1,0.8328328328328328,132
1,0.8338338338338338,132
1,0.8348348348348348,132
1,0.8358358358358359,132
1,0.8368368368368369,133
1,0.8378378378378378,133
1,0.8388388388388388,133
1,0.8398398398398398,133
1,0.8408408408408409,133
1,0.8418418418418419,133
1,0.8428428428428428,134
1,0.8438438438438438,134
1,0.8448448448448448,134
1,0.8458458458458459,134
1,0.8468468468468469,134
1,0.8478478478478478,134
1,0.8488488488488488,135
1,0.8498498498498498,135
1,0.8508508508508509,135
1,0.8518518518518519,135
1,0.8528528528528528,135
1,0.8538538538538538,135
1,0.8548548548548548,135
1,0.8558558558558559,136
1,0.8568568568568569,136
1,0.8578578578578578,136
1,0.8588588588588588,136
1,0.8598598598598598,136
1,0.8608608608608609,136
1,0.8618618618618619,137
1,0.8628628628628628,137
1,0.8638638638638638,137
1,0.8648648648648649,137
1,0.8658658658658659,137
1,0.8668668668668669,137
1,0.8678678678678678,138
1,0.8688688688688688,138
1,0.8698698698698699,138
1,0.8708708708708709,138
1,0.8718718718718719,138
1,0.8728728728728729,138
1,0.8738738738738738,138
1,0.8748748748748749,139
1,0.8758758758758759,139
1,0.8768768768768769,139
1,0.8778778778778779,139
1,0.8788788788788788,139
1,0.8798798798798799,139
1,0.8808808808808809,140
1,0.8818818818818819,140
1,0.8828828828828829,140
1,0.8838838838838838,140
1,0.8848848848848849,140
1,0.8858858858858859,140
1,0.8868868868868869,140
1,0.8878878878878879,141
1,0.8888888888888888,141
1,0.8898898898898899,141
1,0.8908908908908909,141
1,0.8918918918918919,141
1,0.8928928928928929,141
1,0.8938938938938938,142
1,0.8948948948948949,142
1,0.8958958958958959,142
1,0.8968968968968969,142
1,0.8978978978978979,142
1,0.8988988988988988,142
1,0.8998998998998999,142
1,0.9009009009009009,143
1,0.9019019019019019,143
1,0.9029029029029029,143
1,0.9039039039039038,143
1,0.9049049049049049,143
1,0.9059059059059059,143
1,0.9069069069069069,144
1,0.9079079079079079,144
1,0.9089089089089089,144
1,0.9099099099099099,144
1,0.9109109109109109,144
1,0.9119119119119119,144
1,0.9129129129129129,144
1,0.9139139139139139,145
1,0.914914914914915,145
1,0.9159159159159159,145
1,0.9169169169169169,145
1,0.9179179179179179,145
1,0.9189189189189189,145
1,0.91991991991992,146
1,0.9209209209209209,146
1,0.9219219219219219,146
1,0.9229229229229229,146
1,0.9239239239239239,146
1,0.924924924924925,146
1,0.9259259259259259,146
1,0.9269269269269269,147
1,0.9279279279279279,147
1,0.9289289289289289,147
1,0.92992992992993,147
1,0.9309309309309309,147
1,0.9319319319319319,147
1,0.9329329329329329,148
1,0.933933933933934,148
1,0.934934934934935,148
1,0.9359359359359359,148
1,0.9369369369369369,148
1,0.9379379379379379,148
1,0.938938938938939,148
1,0.93993993993994,149
1,0.9409409409409409,149
1,0.9419419419419419,149
1,0.9429429429429429,149
1,0.943943943943944,149
1,0.944944944944945,149
1,0.9459459459459459,149
1,0.9469469469469469,150
1,0.9479479479479479,150
1,0.948948948948949,150
1,0.94994994994995,150
1,0.950950950950951,150
1,0.9519519519519519,150
1,0.9529529529529529,151
1,0.953953953953954,151
1,0.954954954954955,151
1,0.955955955955956,151
1,0.9569569569569569,151
1,0.9579579579579579,151
1,0.958958958958959,151
1,0.95995995995996,152
1,0.960960960960961,152
1,0.9619619619619619,152
1,0.9629629629629629,152
1,0.963963963963964,152
1,0.964964964964965,152
1,0.965965965965966,152
1,0.9669669669669669,153
1,0.9679679679679679,153
1,0.968968968968969,153
1,0.96996996996997,153
1,0.970970970970971,153
1,0.9719719719719719,153
1,0.9729729729729729,153
1,0.973973973973974,154
1,0.974974974974975,154
1,0.975975975975976,154
1,0.9769769769769769,154
1,0.9779779779779779,154
1,0.978978978978979,154
1,0.97997997997998,155
1,0.980980980980981,155
1,0.9819819819819819,155
1,0.9829829829829829,155
1,0.983983983983984,155
1,0.984984984984985,155
1,0.985985985985986,155
1,0.986986986986987,156
1,0.9879879879879879,156
1,0.988988988988989,156
1,0.98998998998999,156
1,0.990990990990991,156
1,0.991991991991992,156
1,0.992992992992993,156
1,0.993993993993994,157
1,0.994994994994995,157
1,0.995995995995996,157
1,0.996996996996997,157
1,0.997997997997998,157
1,0.998998998998999,157
1,1,157
2,0,13
2,0.001001001001001001,13
2,0.002002002002002002,13
2,0.003003003003003003,14
2,0.004004004004004004,14
2,0.005005005005005005,14
2,0.006006006006006006,14
2,0.007007007007007007,14
2,0.008008008008008008,14
2,0.009009009009009009,14
2,0.01001001001001001,14
2,0.011011011011011011,14
2,0.012012012012012012,14
2,0.013013013013013013,14
2,0.014014014014014014,15
2,0.015015015015015015,15
2,0.016016016016016016,15
2,0.017017017017017015,15
2,0.018018018018018018,15
2,0.01901901901901902,15
2,0.02002002002002002,15
2,0.02102102102102102,15
2,0.022022022022022022,15
2,0.023023023023023025,15
2,0.024024024024024024,16
2,0.025025025025025023,16
2,0.026026026026026026,16
2,0.02702702702702703,16
2,0.028028028028028028,16
2,0.029029029029029027,16
2,0.03003003003003003,16
2,0.031031031031031032,16
2,0.03203203203203203,16
2,0.03303303303303303,16
2,0.03403403403403403,17
2,0.035035035035035036,17
2,0.036036036036036036,17
2,0.037037037037037035,17
2,0.03803803803803804,17
2,0.03903903903903904,17
2,0.04004004004004004,17
2,0.04104104104104104,17
2,0.04204204204204204,17
2,0.043043043043043044,17
2,0.044044044044044044,18
2,0.04504504504504504,18
2,0.04604604604604605,18
2,0.04704704704704705,18
2,0.04804804804804805,18
2,0.04904904904904905,18
2,0.050050050050050046,18
2,0.05105105105105105,18
2,0.05205205205205205,18
2,0.05305305305305305,19
2,0.05405405405405406,19
2,0.055055055055055056,19
2,0.056056056056056056,19
2,0.057057057057057055,19
2,0.058058058058058054,19
2,0.05905905905905906,19
2,0.06006006006006006,19
2,0.06106106106106106,19
2,0.062062062062062065,20
2,0.06306306306306306,20
2,0.06406406406406406,20
2,0.06506506506506507,20
2,0.06606606606606606,20
2,0.06706706706706707,20
2,0.06806806806806806,20
2,0.06906906906906907,20
2,0.07007007007007007,20
2,0.07107107107107107,21
2,0.07207207207207207,21
2,0.07307307307307308,21
2,0.07407407407407407,21
2,0.07507507507507508,21
2,0.07607607607607608,21
2,0.07707707707707707,21
2,0.07807807807807808,21
