reg,oxphos,sim
1,5507,12.074710788958956
1,5521,12.12880013626644
1,5535,12.182539223733874
1,5549,12.235926853299203
1,5563,12.288961925740603
1,5577,12.341643439080057
1,5590,12.390244613773078
1,5604,12.442241785810147
1,5618,12.49388300845428
1,5632,12.545167645986371
1,5646,12.596095151837511
1,5660,12.646665066913155
1,5674,12.696877017909772
1,5688,12.746730715625594
1,5701,12.79270246999949
1,5715,12.841864737268388
1,5729,12.890668372090317
1,5743,12.939113399246216
1,5757,12.987199919256975
1,5771,13.034928106688994
1,5785,13.082298208463481
1,5799,13.12931054217066
1,5812,13.172644840442155
1,5826,13.218968343436165
1,5840,13.264935399134844
1,5854,13.310546586567714
1,5868,13.355802547233953
1,5882,13.400703983467846
1,5896,13.445251656816163
1,5909,13.4863013064511
1,5923,13.530169085046449
1,5937,13.573685656471863
1,5951,13.61685199944133
1,5965,13.659669144085466
1,5979,13.70213817041544
1,5993,13.744260206803762
1,6007,13.78603642848252
1,6020,13.82452005524267
1,6034,13.865632833928657
1,6048,13.906403495279296
1,6062,13.946833384428619
1,6076,13.986923886239344
1,6090,14.026676423913774
1,6104,14.06609245762499
1,6118,14.105173483168572
1,6131,14.141164374755611
1,6145,14.179603662918705
1,6159,14.217712515929572
1,6173,14.255492556877938
1,6187,14.292945438139052
1,6201,14.33007284015159
1,6215,14.366876470217296
1,6229,14.40335806132247
1,6242,14.436947004032236
1,6256,14.472812503648703
1,6270,14.5083611763994
1,6284,14.54359484518375
1,6298,14.578515353097234
1,6312,14.613124562382652
1,6326,14.647424353403128
1,6340,14.681416623636814
1,6353,14.712707190370146
1,6367,14.746111802068816
1,6381,14.779214539137364
1,6395,14.812017356970772
1,6409,14.844522223437624
1,6423,14.876731118000992
1,6437,14.908646030860083
1,6450,14.938019821587202
1,6464,14.96937342591565
1,6478,15.000438930915658
1,6492,15.031218361045138
1,6506,15.061713747564486
1,6520,15.091927127797211
1,6534,15.121860544409945
1,6548,15.15151604471146
1,6561,15.17880623939541
1,6575,15.207931553872521
1,6589,15.236784968070852
1,6603,15.265368541107193
1,6617,15.29368433355623
1,6631,15.321734406857551
1,6645,15.34952082273997
1,6659,15.377045642662859
1,6672,15.402371970070973
1,6686,15.42939810156814
1,6700,15.45616866764057
1,6714,15.482685723597577
1,6728,15.50895132196526
1,6742,15.53496751202317
1,6756,15.560736339356103
1,6770,15.58625984542071
1,6783,15.60974236175914
1,6797,15.63479849610428
1,6811,15.65961526009202
1,6825,15.684194675040263
1,6839,15.708538756210165
1,6853,15.732649512454984
1,6867,15.756528945881858
1,6881,15.780179051526252
1,6894,15.801936259444181
1,6908,15.825149696450529
1,6922,15.848139604693111
1,6936,15.870907948506963
1,6950,15.893456683726603
1,6964,15.915787757429976
1,6978,15.937903107693245
1,6992,15.959804663356149
1,7005,15.979952066613789
1,7019,16.00144671595237
1,7033,16.0227331642283
1,7047,16.043813301917865
1,7061,16.064689009250667
1,7075,16.085362156032648
1,7089,16.10583460147803
1,7102,16.124666635667253
1,7116,16.144757224744282
1,7130,16.16465249492913
1,7144,16.184354262361698
1,7158,16.203864331884496
1,7172,16.22318449692283
1,7186,16.242316539372414
1,7200,16.261262229494193
1,7213,16.278689331934363
1,7227,16.29728058399396
1,7241,16.315690600234515
1,7255,16.33392110432169
1,7269,16.351973807866454
1,7283,16.369850410358588
1,7297,16.38755259910608
1,7311,16.405082049180205
1,7324,16.421206177673813
1,7338,16.43840717377241
1,7352,16.455440265929038
1,7366,16.472307080714266
1,7380,16.489009232269087
1,7394,16.505548322280443
1,7408,16.521925939961335
1,7422,16.538143662035377
1,7435,16.55306117102347
1,7449,16.568974929399975
1,7463,16.58473333778489
1,7477,16.60033792376699
1,7491,16.61579020242955
1,7505,16.631091676358352
1,7519,16.64624383565315
1,7533,16.661248157942513
1,7546,16.675049649351788
1,7560,16.68977298417518
1,7574,16.704352737778077
1,7588,16.718790338999426
1,7602,16.733087204325404
1,7616,16.747244737921903
1,7630,16.76126433166952
1,7643,16.774160219509486
1,7657,16.787917671789298
1,7671,16.801541190135694
1,7685,16.815032118551045
1,7699,16.828391788959575
1,7713,16.84162152125575
1,7727,16.85472262335458
1,7741,16.867696391243786
1,7754,16.87963056795067
1,7768,16.892362378703492
1,7782,16.90497058254436
1,7796,16.917456429141566
1,7810,16.929821156517566
1,7824,16.942065991110496
1,7838,16.954192147837023
1,7852,16.966200830156456
1,7865,16.977247604059745
1,7879,16.989033085066936
1,7893,17.000704550796673
1,7907,17.012263160339707
1,7921,17.023710061661582
1,7935,17.035046391672914
1,7949,17.04627327630048
1,7963,17.057391830559123
1,7976,17.067620167789972
1,7990,17.078532907951917
1,8004,17.089340521063598
1,8018,17.100044079980947
1,8032,17.110644647012084
1,8046,17.12114327399286
1,8060,17.131541002362884
1,8074,17.141838863241908
1,8087,17.151312632958867
1,8101,17.161420766296033
1,8115,17.171431993211986
1,8129,17.181347305030787
1,8143,17.191167683138087
1,8157,17.20089409905925
1,8171,17.21052751453765
1,8184,17.219390387872714
1,8198,17.228847125480833
1,8212,17.238213623650356
1,8226,17.247490806455346
1,8240,17.25667958857509
1,8254,17.26578087537272
1,8268,17.274795562973875
1,8282,17.28372453834525
1,8295,17.291939749822713
1,8309,17.300705894299696
1,8323,17.309388872146275
1,8337,17.317989535106427
1,8351,17.32650872615087
1,8365,17.33494727955482
1,8379,17.34330602097561
1,8393,17.351585767530054
1,8406,17.35920407793429
1,8420,17.367333753535505
1,8434,17.37538677885334
1,8448,17.383363938196858
1,8462,17.391266007712197
1,8476,17.399093755458296
1,8490,17.406847941482344
1,8504,17.414529317894857
1,8517,17.421597480904346
1,8531,17.42914053371504
1,8545,17.436612934572253
1,8559,17.44401540512695
1,8573,17.451348659458244
1,8587,17.45861340414627
1,8601,17.4658103383447
1,8615,17.472940153852765
1,8628,17.479501196642317
1,8642,17.486503495717617
1,8656,17.493440660454358
1,8670,17.500313354448803
1,8684,17.507122234291646
1,8698,17.51386794963744
1,8712,17.520551143273593
1,8725,17.52670153950259
1,8739,17.533265945691095
1,8753,17.53976967376071
1,8767,17.546213340179744
1,8781,17.552597554882517
1,8795,17.55892292133551
1,8809,17.565190036603067
1,8823,17.57139949141256
1,8836,17.577114295053665
1,8850,17.583214192613084
1,8864,17.58925812385719
1,8878,17.59524665523974
1,8892,17.601180347191562
1,8906,17.607059754182746
1,8920,17.61288542478438
1,8934,17.618657901729776
1,8947,17.623970898296246
1,8961,17.629642298831477
1,8975,17.635262062132984
1,8989,17.640830708582854
1,9003,17.64634875301968
1,9017,17.651816704796783
1,9031,17.657235067839903
1,9045,17.662604340704394
1,9058,17.667546569551213
1,9072,17.672822556807795
1,9086,17.6780508835808
1,9100,17.683232027871718
1,9114,17.688366462586195
1,9128,17.693454655588223
1,9142,17.698497069753877
1,9156,17.703494163024512
1,9169,17.708094136451894
1,9183,17.71300510034724
1,9197,17.71787205657038
1,9211,17.722695444182055
1,9225,17.727475697563396
1,9239,17.732213246466188
1,9253,17.73690851606275
1,9266,17.741230919772374
1,9280,17.74584583467397
1,9294,17.75041968953716
1,9308,17.754952892016572
1,9322,17.759445845425905
1,9336,17.763898948784966
1,9350,17.768312596866192
1,9364,17.772687180240737
1,9377,17.7767146523428
1,9391,17.781014984275995
1,9405,17.78527737157899
1,9419,17.789502188755222
1,9433,17.793689806327297
1,9447,17.79784059088035
1,9461,17.801954905105017
1,9475,17.80603310783993
1,9488,17.8097879862424
1,9502,17.81379754468931
1,9516,17.817772020767876
1,9530,17.821711758587124
1,9544,17.825617098607268
1,9558,17.829488377679695
1,9572,17.833325929086513
1,9586,17.837130082579666
1,9599,17.840632891293513
1,9613,17.84437355285875
1,9627,17.848081762269228
1,9641,17.85175783577951
1,9655,17.85540208630096
1,9669,17.859014823438475
1,9683,17.86259635352686
1,9697,17.86614697966677
1,9710,17.869416580196685
1,9724,17.87290845001637
1,9738,17.876370285269516
1,9752,17.879802376692147
1,9766,17.88320501195784
1,9780,17.88657847571151
1,9794,17.889923049602725
1,9807,17.89300310078347
1,9821,17.89629274295726
1,9835,17.899554303179105
1,9849,17.902788051647455
1,9863,17.905994255724682
1,9877,17.909173179968356
1,9891,17.912325086162195
1,9905,17.915450233346633
1,9918,17.918328419591674
1,9932,17.92140268163283
1,9946,17.92445092778666
1,9960,17.927473406606264
1,9974,17.930470364047412
1,9988,17.933442043497195
1,10002,17.936388685802367
1,10016,17.93931052929733
1,10029,17.942001670820556
1,10043,17.944876351925465
1,10057,17.947726918007707
1,10071,17.950553597797207
1,10085,17.953356617645177
1,10099,17.956136201550358
1,10113,17.958892571184933
1,10127,17.961625945920176
1,10140,17.964143679578502
1,10154,17.966833318114283
1,10168,17.969500591197445
1,10182,17.97214570940279
1,10196,17.97476888112648
1,10210,17.977370312610006
1,10224,17.97995020796391
1,10238,17.98250876919124
1,10251,17.984865648073118
1,10265,17.987383627677776
1,10279,17.989880852830716
1,10293,17.992357517477604
1,10307,17.994813813568378
1,10321,17.997249931079224
1,10335,17.999666058034226
1,10348,18.001891867477635
1,10362,18.004269965072506
1,10376,18.006628611725517
1,10390,18.008967987997117
1,10404,18.011288272599003
1,10418,18.01358964241441
1,10432,18.01587227251812
1,10446,18.018136336196335
1,10459,18.020222206460055
1,10473,18.022450946291823
1,10487,18.0246616170741
1,10501,18.02685438525395
1,10515,18.02902941558426
1,10529,18.03118687114226
1,10543,18.03332691334782
1,10557,18.035449701981577
1,10570,18.03740555213711
1,10584,18.039495511261826
1,10598,18.041568675482136
1,10612,18.043625198310135
1,10626,18.045665231704973
1,10640,18.04768892608973
1,10654,18.04969643036816
1,10668,18.051687891941242
1,10681,18.053522869055037
1,10695,18.05548380189917
1,10709,18.057429115221
1,10723,18.059358950674216
1,10737,18.061273448488514
1,10751,18.06317274748506
1,10765,18.06505698509176
1,10779,18.066926297358386
1,10792,18.068648840798023
1,10806,18.07048974765338
1,10820,18.072316119812594
1,10834,18.07412808805426
1,10848,18.075925781850792
1,10862,18.077709329382554
1,10876,18.079478857551816
1,10889,18.08110954763853
1,10903,18.082852392171468
1,10917,18.084581581761597
1,10931,18.086297238422198
1,10945,18.08799948295493
1,10959,18.089688434962905
1,10973,18.09136421286358
1,10987,18.093026933901506
1,11000,18.094559299415412
1,11014,18.09619716617687
1,11028,18.097822312805814
1,11042,18.099434852059588
1,11056,18.101034895583386
1,11070,18.10262255392213
1,11084,18.104197936532294
1,11098,18.105761151793526
1,11111,18.107201907897007
1,11125,18.108741959688814
1,11139,18.110270155442965
1,11153,18.111786599418974
1,11167,18.113291394855043
1,11181,18.114784643978933
1,11195,18.11626644801874
1,11209,18.117736907213523
1,11222,18.119092262119526
1,11236,18.120541121433735
1,11250,18.121978923869623
1,11264,18.12340576588151
1,11278,18.124821742985414
1,11292,18.12622694976899
1,11306,18.127621479901364
1,11320,18.12900542614285
1,11333,18.130281122487794
1,11347,18.13164491557589
1,11361,18.13299839129078
1,11375,18.134341638914567
1,11389,18.13567474686692
1,11403,18.13699780271413
1,11417,18.13831089317815
1,11431,18.139614104145455
1,11444,18.14081545679571
1,11458,18.142099853939925
1,11472,18.143374618388656
1,11486,18.144639832830347
1,11500,18.145895579160367
1,11514,18.147141938489305
1,11528,18.148378991151205
1,11541,18.149519419202367
1,11555,18.150738747319036
1,11569,18.15194899964192
1,11583,18.153150253532164
1,11597,18.154342585613584
1,11611,18.15552607178032
1,11625,18.156700787204457
1,11639,18.157866806343556
1,11652,18.158941816152073
1,11666,18.160091271542335
1,11680,18.161232244661335
1,11694,18.162364807230727
1,11708,18.16348903029352
1,11722,18.16460498422106
1,11736,18.16571273872003
1,11750,18.166812362839295
1,11763,18.167826222166177
1,11777,18.168910358858437
1,11791,18.169986563665518
1,11805,18.171054903117255
1,11819,18.172115443118507
1,11833,18.173168248955594
1,11847,18.174213385302657
1,11861,18.17525091622796
1,11874,18.176207583331237
1,11888,18.177230625372697
1,11902,18.178246246194146
1,11916,18.179254507543302
1,11930,18.180255470592055
1,11944,18.18124919594235
1,11958,18.18223574363204
1,11972,18.18321517314065
1,11985,18.184118321237086
1,11999,18.185084188755166
1,12013,18.186043109123975
1,12027,18.186995139684225
1,12041,18.187940337245795
1,12055,18.18887875809318
1,12069,18.18981045799077
1,12082,18.190669638203417
1,12096,18.19158853184758
1,12110,18.192500864909924
1,12124,18.193406691162338
1,12138,18.194306063882106
1,12152,18.195199035856948
1,12166,18.196085659389954
1,12180,18.19696598630448
1,12193,18.197777839572016
1,12207,18.198646167604114
1,12221,18.199508348072
1,12235,18.200364430960768
1,12249,18.20121446579915
1,12263,18.20205850166409
1,12277,18.2028965871853
1,12291,18.203728770549745
1,12304,18.204496269149296
1,12318,18.20531720424469
1,12332,18.206132375797072
1,12346,18.206941830296568
1,12360,18.20774561381197
1,12374,18.208543771994968
1,12388,18.20933635008428
1,12402,18.210123392909797
1,12415,18.210849300908034
1,12429,18.211625793687276
1,12443,18.212396880176716
1,12457,18.213162603639127
1,12471,18.213923006948104
1,12485,18.21467813259193
1,12499,18.215428022677376
1,12513,18.21617271893351
1,12526,18.216859608156565
1,12540,18.217594404204064
1,12554,18.218324126491087
1,12568,18.21904881529862
1,12582,18.219768510547965
1,12596,18.2204832518043
1,12610,18.22119307828017
1,12623,18.221847836105834
1,12637,18.222548293523715
1,12651,18.223243949002025
1,12665,18.223934840401242
1,12679,18.224621005245968
1,12693,18.225302480728228
1,12707,18.22597930371071
1,12721,18.226651510729987
1,12734,18.227271601449996
1,12748,18.227935008241595
1,12762,18.228593904223988
1,12776,18.229248324683144
1,12790,18.229898304594315
1,12804,18.230543878625056
1,12818,18.23118508113821
1,12832,18.231821946194874
1,12845,18.232409466612268
1,12859,18.23303806165956
1,12873,18.233662417292447
1,12887,18.23428256641467
1,12901,18.234898541642348
1,12915,18.235510375306784
1,12929,18.236118099457208
1,12943,18.236721745863488
1,12956,18.237278650956085
1,12970,18.237874521838194
1,12984,18.238466406434846
1,12998,18.239054335444276
1,13012,18.23963833929837
1,13026,18.240218448165216
1,13040,18.24079469195165
1,13054,18.241367100305748
1,13067,18.24189521376643
1,13081,18.242460307995245
1,13095,18.243021652153026
1,13109,18.243579274895065
1,13123,18.244133204629843
1,13137,18.244683469521426
1,13151,18.245230097491753
1,13164,18.24573444827845
1,13178,18.24627414015252
1,13192,18.246810275505677
1,13206,18.24734288133082
1,13220,18.24787198438987
1,13234,18.248397611215946
1,13248,18.248919788115558
1,13262,18.249438541170722
1,13275,18.249917197305063
1,13289,18.250429420066283
1,13303,18.25093829409477
1,13317,18.251443844611014
1,13331,18.251946096621268
1,13345,18.25244507491958
1,13359,18.252940804089793
1,13373,18.253433308507486
1,13386,18.253887767697798
1,13400,18.254374121024913
1,13414,18.254857319805655
1,13428,18.25533738761627
1,13442,18.255814347834207
1,13456,18.256288223639988
1,13470,18.256759038019027
1,13484,18.25722681376347
1,13497,18.257658475894473
1,13511,18.258120455073037
1,13525,18.258579461270532
1,13539,18.259035516537082
1,13553,18.259488642738233
1,13567,18.259938861556677
1,13581,18.260386194493947
1,13595,18.2608306628721
1,13608,18.261240837044028
1,13622,18.261679840472173
1,13636,18.262116040767516
1,13650,18.262549458562948
1,13664,18.262980114319895
1,13678,18.26340802832993
1,13692,18.263833220716318
1,13705,18.264225622700284
1,13719,18.264645622453404
1,13733,18.265062958561693
1,13747,18.265477650502074
1,13761,18.26588971759066
1,13775,18.266299178984212
1,13789,18.266706053681613
1,13803,18.267110360525308
1,13816,18.26748350536845
1,13830,18.26788291256151
1,13844,18.268279806195835
1,13858,18.268674204512994
1,13872,18.269066125605033
1,13886,18.269455587415838
1,13900,18.269842607742458
1,13914,18.27022720423648
1,13927,18.270582174538134
1,13941,18.27096214581355
1,13955,18.271339744125783
1,13969,18.27171498656754
1,13983,18.272087890092415
1,13997,18.272458471516156
1,14011,18.272826747517932
1,14025,18.273192734641526
1,14038,18.27353054469309
1,14052,18.27389216377593
1,14066,18.274251541663062
1,14080,18.274608694378195
1,14094,18.274963637815578
1,14108,18.27531638774115
1,14122,18.275666959793707
1,14136,18.276015369486032
1,14149,18.27633697002909
1,14163,18.276681252802163
1,14177,18.27702341793103
1,14191,18.277363480444247
1,14205,18.277701455249822
1,14219,18.27803735713628
1,14233,18.278371200773734
1,14246,18.27867936818634
1,14260,18.279009283338546
1,14274,18.279337182532945
1,14288,18.279663079984545
1,14302,18.27998698979505
1,14316,18.280308925953843
1,14330,18.28062890233899
1,14344,18.28094693271822
1,14357,18.281240516112533
1,14371,18.281554831956555
1,14385,18.28186724148892
1,14399,18.28217775805325
1,14413,18.282486394887574
1,14427,18.2827931651252
1,14441,18.2830980817957
1,14455,18.283401157825775
1,14468,18.283680948655082
1,14482,18.283980511007133
1,14496,18.28427826999236
1,14510,18.284574238142064
1,14524,18.284868427889062
1,14538,18.285160851568534
1,14552,18.285451521418903
1,14566,18.28574044958265
1,14579,18.286007191031974
1,14593,18.28629279416787
1,14607,18.286576690633336
1,14621,18.286858892202023
1,14635,18.28713941055571
1,14649,18.287418257285083
1,14663,18.28769544389055
1,14677,18.28797098178299
1,14690,18.288225372024254
1,14704,18.288497762152517
1,14718,18.28876853647775
1,14732,18.289037706066644
1,14746,18.289305281900127
1,14760,18.2895712748741
1,14774,18.289835695800186
1,14787,18.290079831271335
1,14801,18.290341250614187
1,14815,18.290601129093734
1,14829,18.290859477197426
1,14843,18.29111630533196
1,14857,18.29137162382393
1,14871,18.29162544292055
1,14885,18.29187777279032
1,14898,18.292110754453237
1,14912,18.29236024067022
1,14926,18.292608266993025
1,14940,18.292854843287362
1,14954,18.293099979343484
1,14968,18.293343684876838
1,14982,18.293585969528674
1,14996,18.293826842866707
1,15009,18.294049255564833
1,15023,18.294287433833272
1,15037,18.294524228390436
1,15051,18.294759648521087
1,15065,18.294993703439477
1,15079,18.295226402289916
1,15093,18.295457754147392
1,15107,18.29568776801814
1,15120,18.295900162096174
1,15134,18.296127620745754
1,15148,18.29635376739397
1,15162,18.296578610782525
1,15176,18.29680215958719
1,15190,18.297024422418342
1,15204,18.297245407821517
1,15218,18.29746512427797
1,15231,18.29766801783517
1,15245,18.297885310752754
1,15259,18.298101359196746
1,15273,18.298316171400977
1,15287,18.29852975553759
1,15301,18.298742119717552
1,15315,18.29895327199118
1,15328,18.299148263793757
1,15342,18.299357101331328
1,15356,18.29956475019427
1,15370,18.29977121819944
1,15384,18.299976513105467
1,15398,18.300180642613263
1,15412,18.300383614366485
1,15426,18.300585435952012
1,15439,18.300771818423723
1,15453,18.300971443046055
1,15467,18.30116993939722
1,15481,18.301367314845553
1,15495,18.30156357670489
1,15509,18.301758732235015
1,15523,18.301952788642105
1,15537,18.30214575307917
1,15550,18.30232396279039
1,15564,18.302514841290613
1,15578,18.302704648467195
1,15592,18.302893391268487
1,15606,18.303081076591788
1,15620,18.30326771128376
1,15634,18.303453302140856
1,15648,18.303637855909724
1,15661,18.30380830450402
1,15675,18.30399087704422
1,15689,18.30417243197156
1,15703,18.304352975840917
1,15717,18.304532515159355
1,15731,18.304711056386488
1,15745,18.30488860593486
1,15759,18.305065170170355
1,15772,18.305228245942136
1,15786,18.305402927737568
1,15800,18.3055766425981
1,15814,18.305749396709867
1,15828,18.305921196214157
1,15842,18.306092047207798
1,15856,18.306261955743487
1,15870,18.30643092783015
2,2012,0.9051065547695141
2,2025,0.9078761527240652
2,2039,0.9109598806540296
2,2053,0.9141512522169434
2,2067,0.9174532063778111
2,2081,0.9208687380104607
2,2095,0.9244008983230098
2,2109,0.9280527952672026
2,2122,0.9315538212587439
2,2136,0.9354456272564579
2,2150,0.9394666017909009
2,2164,0.9436200793606367
2,2178,0.9479094529599915
2,2192,0.9523381743743944
2,2206,0.9569097544531814
2,2220,0.9616277633588431
2,2233,0.9661430569443191
2,2247,0.9711537667138842
2,2261,0.9763217039934433
2,2275,0.9816506738889343
2,2289,0.9871445416679446
2,2303,0.9928072328472064
2,2317,0.9986427332488776
2,2331,1.0046550890244144
2,2344,1.010399937041231
2,2358,1.0167650203149177
2,2372,1.023319155201407
2,2386,1.0300666244306602
2,2400,1.0370117706645816
2,2414,1.0441589963032134
2,2428,1.0515127632497416
2,2442,1.0590775926329719
2,2455,1.066295066530143
2,2469,1.0742799299915913
2,2483,1.0824894337920956
2,2497,1.0909283281872681
2,2511,1.0996014206233422
2,2525,1.1085135751794382
2,2539,1.1176697119577386
2,2553,1.1270748064201621
2,2566,1.1360354230778194
2,2580,1.1459349022234764
2,2594,1.1560982214630164
2,2608,1.1665305662510472
2,2622,1.1772371733034945
2,2636,1.1882233295881928
2,2650,1.1994943712522586
2,2663,1.2102201327308966
2,2677,1.2220558419994874
2,2691,1.234192335793045
2,2705,1.24663513182459
2,2719,1.2593897907309557
2,2733,1.2724619145979945
2,2747,1.2858571454135428
2,2761,1.2995811634469443
2,2774,1.312624289727582
2,2788,1.3269985721400048
2,2802,1.3417184806957305
2,2816,1.3567898289251983
2,2830,1.3722184595432543
2,2844,1.3880102423710952
2,2858,1.4041710721777456
