reg,ros,sim
1,6873,4.548775781288511
1,6889,4.557617862830201
1,6906,4.56685486816335
1,6922,4.575401497284528
1,6938,4.583806961373233
1,6955,4.59258466881629
1,6971,4.600703466241832
1,6987,4.6086855121671
1,7004,4.617018273735597
1,7020,4.6247230300107205
1,7036,4.632295698360676
1,7053,4.640198680571034
1,7069,4.647503880590676
1,7085,4.654681838656261
1,7102,4.662170802410307
1,7118,4.669091425683771
1,7134,4.675889774914738
1,7151,4.682980878764293
1,7167,4.68953222158191
1,7183,4.6959663267953715
1,7200,4.702675953105041
1,7216,4.7088734720117555
1,7232,4.714958811632734
1,7249,4.7213034147504835
1,7265,4.727162590382082
1,7281,4.732914626679344
1,7298,4.738910601922987
1,7314,4.744446822008042
1,7330,4.749880890064457
1,7347,4.7555444621239165
1,7363,4.760772922285053
1,7379,4.7659041362964665
1,7396,4.771251265522434
1,7412,4.7761868864108425
1,7428,4.781030061827877
1,7445,4.7860763668132495
1,7461,4.79073372606794
1,7477,4.79530331606866
1,7494,4.8000640109173816
1,7510,4.80445728844354
1,7526,4.808767333240393
1,7543,4.813257177947205
1,7559,4.8174001130459985
1,7575,4.821464200577749
1,7592,4.825697463001876
1,7608,4.829603321947817
1,7624,4.833434558577711
1,7641,4.8374249865749785
1,7657,4.841106539319004
1,7673,4.844717529246883
1,7690,4.848478331620809
1,7706,4.851947836390926
1,7722,4.8553506685834575
1,7739,4.858894503620678
1,7755,4.862163698292419
1,7771,4.865369939837105
1,7788,4.868708910301234
1,7804,4.8717890095129315
1,7820,4.874809704404466
1,7837,4.877955357971555
1,7853,4.880857055061533
1,7869,4.883702727530381
1,7886,4.886666061755667
1,7902,4.889399534697506
1,7918,4.892080196288218
1,7935,4.894871667295913
1,7951,4.897446587902199
1,7967,4.899971747601457
1,7983,4.902448107903617
1,8000,4.905026827538908
1,8016,4.907405504339635
1,8032,4.909738222984387
1,8049,4.91216738040508
1,8065,4.914408117772555
1,8081,4.9166055863376155
1,8098,4.918893933117897
1,8114,4.921004814896552
1,8130,4.923074970776673
1,8147,4.925230781989727
1,8163,4.927219449354973
1,8179,4.92916979297943
1,8196,4.931200885744145
1,8212,4.933074554862609
1,8228,4.934912167522825
1,8245,4.936825920097149
1,8261,4.938591400211147
1,8277,4.940322962230118
1,8294,4.942126333382527
1,8310,4.943790045081054
1,8326,4.9454218541007595
1,8343,4.947121402536651
1,8359,4.948689396015947
1,8375,4.950227385217967
1,8392,4.951829288877386
1,8408,4.953307262029732
1,8424,4.954757018138336
1,8441,4.956267093215937
1,8457,4.957660409416266
1,8473,4.959027190362707
1,8490,4.9604509099306355
1,8506,4.961764615417228
1,8522,4.963053367569349
1,8539,4.9643958797093735
1,8555,4.965634720477752
1,8571,4.96685009536079
1,8588,4.9681162407338935
1,8604,4.9692846788825955
1,8620,4.970431049335546
1,8637,4.971625378135784
1,8653,4.972727607619202
1,8669,4.973809083346753
1,8686,4.9749358716018826
1,8702,4.975975833359312
1,8718,4.976996275852528
1,8735,4.978059541047063
1,8751,4.979040937488716
1,8767,4.980003974298598
1,8784,4.981007490305873
1,8800,4.9819337991462955
1,8816,4.982842837503399
1,8833,4.983790148822264
1,8849,4.984664636259509
1,8865,4.985522876040263
1,8882,4.986417311339359
1,8898,4.987243044584744
1,8914,4.988053490631094
1,8931,4.988898175609641
1,8947,4.989678034778077
1,8963,4.990443508581903
1,8980,4.9912413781606055
1,8996,4.991978067535609
1,9012,4.992701218303168
1,9029,4.993455028162577
1,9045,4.994151086853234
1,9061,4.994834401967745
1,9078,4.995546739454209
1,9094,4.996204551463794
1,9110,4.9968503663665
1,9127,4.997523660787914
1,9143,4.998145464515552
1,9159,4.998755972027135
1,9176,4.999392504362163
1,9192,4.999980401560215
1,9208,5.00055766066548
1,9224,5.001124487761826
1,9241,5.001715536921399
1,9257,5.0022614810407715
1,9273,5.002797598598353
1,9290,5.003356668515988
1,9306,5.00387311328765
1,9322,5.004380300091698
1,9339,5.004909241201386
1,9355,5.005397891797827
1,9371,5.005877818460095
1,9388,5.006378368721307
1,9404,5.006840826723865
1,9420,5.007295062417878
1,9437,5.007768854321874
1,9453,5.008206624176399
1,9469,5.008636642961247
1,9486,5.009085210108301
1,9502,5.009499705184497
1,9518,5.009906891939558
1,9535,5.010331675210615
1,9551,5.0107242234869656
1,9567,5.011109879479171
1,9584,5.011512232824669
1,9600,5.011884082220073
1,9616,5.012249430324647
1,9633,5.012630626192395
1,9649,5.012982949564856
1,9665,5.013329139159527
1,9682,5.013690373582655
1,9698,5.014024273414474
1,9714,5.0143523849664
1,9731,5.014694782331435
1,9747,5.0150112951195505
1,9763,5.0153223444832316
1,9780,5.015646961997484
1,9796,5.015947062366648
1,9812,5.0162420048103105
1,9829,5.016549836686755
1,9845,5.016834441242414
1,9861,5.0171141752194
1,9878,5.01740615659636
1,9894,5.017676127533219
1,9910,5.017941498214085
1,9927,5.018218508826079
1,9943,5.018474657307475
1,9959,5.018726459887663
1,9976,5.01898932750292
1,9992,5.019232416825304
1,10008,5.01947139962242
1,10025,5.019720903261673
1,10041,5.019951651817696
1,10057,5.020178519171628
1,10074,5.0204153921219845
1,10090,5.020634476174915
1,10106,5.020849891163275
1,10123,5.021074823800143
1,10139,5.021282880081598
1,10155,5.021487467062219
1,10172,5.021701109491534
1,10188,5.021898737633769
1,10204,5.022093084625315
1,10221,5.022296049157522
1,10237,5.02248381397089
1,10253,5.0226684748819315
1,10270,5.022861338348544
1,10286,5.02303977195405
1,10302,5.023215268670361
1,10319,5.023398574593189
1,10335,5.023568178419479
1,10351,5.023735002758669
1,10368,5.023909263381251
1,10384,5.02407051003476
1,10400,5.024229125576818
1,10416,5.024385156594662
1,10433,5.024548158783398
1,10449,5.0246990025851614
1,10465,5.02484739910352
1,10482,5.025002437101778
1,10498,5.025145921302852
1,10514,5.02528708765565
1,10531,5.025434582691035
1,10547,5.025571096018176
1,10563,5.025705413596849
1,10580,5.025845763024872
1,10596,5.025975672201432
1,10612,5.026103500834721
1,10629,5.026237079573069
1,10645,5.026360730639654
1,10661,5.026482409886535
1,10678,5.026609571759091
1,10694,5.026727291311181
1,10710,5.026843141672561
1,10727,5.026964220669051
1,10743,5.027076317016979
1,10759,5.0271866410714185
1,10776,5.027301952528138
1,10792,5.027408716784443
1,10808,5.027513800252838
1,10825,5.02762364195957
1,10841,5.027725349058441
1,10857,5.027825461802253
1,10874,5.027930115040158
1,10890,5.028027024693351
1,10906,5.028122421650682
1,10923,5.028222152165629
1,10939,5.028314509758964
1,10955,5.028405431822502
1,10972,5.028500490737985
1,10988,5.02858852817227
1,11004,5.028675203012846
1,11021,5.028765827686414
1,11037,5.028849764166362
1,11053,5.028932407005625
1,11070,5.029018821832437
1,11086,5.029098864606932
1,11102,5.029177678942411
1,11119,5.029260096109338
1,11135,5.029336441166171
1,11151,5.0294116194518
1,11168,5.029490239645215
1,11184,5.029563072363221
1,11200,5.029634796648148
1,11217,5.029709809718415
1,11233,5.029779305479725
1,11249,5.029847748008111
1,11266,5.029919333593499
1,11282,5.02998565835846
1,11298,5.0300509821327335
1,11315,5.030119310245373
1,11331,5.030182621092521
1,11347,5.030244980402422
1,11364,5.030310211978711
1,11380,5.030370657612014
1,11396,5.03043019853161
1,11413,5.030492485949319
1,11429,5.0305502071747705
1,11445,5.030607068029472
1,11462,5.030666555593671
1,11478,5.030721685767178
1,11494,5.03077599757264
1,11511,5.030832821972423
1,11527,5.030885487420787
1,11543,5.030937374295496
1,11560,5.030991665033325
1,11576,5.031041985450036
1,11592,5.03109156500321
1,11608,5.031140415574746
1,11625,5.031191533616026
1,11641,5.031238917312405
1,11657,5.03128560715126
1,11674,5.031334467221001
1,11690,5.031379760723957
1,11706,5.03142439367004
1,11723,5.031471104137883
1,11739,5.0315144076322085
1,11755,5.031557082148063
1,11772,5.031601745778879
1,11788,5.031643154274526
1,11804,5.0316839637431094
1,11821,5.031726678006994
1,11837,5.0317662816249396
1,11853,5.031805314629896
1,11870,5.031846171993957
1,11886,5.031884056235308
1,11902,5.031921396824822
1,11919,5.031960485027905
1,11935,5.0319967310272675
1,11951,5.032032458962524
1,11968,5.032069861273906
1,11984,5.032104546038006
1,12000,5.032138737027175
1,12017,5.032174532490234
1,12033,5.032207729122673
1,12049,5.032240455041341
1,12066,5.032274718703098
1,12082,5.032306496616117
1,12098,5.032337825714969
1,12115,5.032370628842388
1,12131,5.032401053956409
1,12147,5.032431051056955
1,12164,5.032462461340792
1,12180,5.0324915962724965
1,12196,5.03252032295155
1,12213,5.03255040469852
1,12229,5.032578308938158
1,12245,5.032605823701774
1,12262,5.0326346380157245
1,12278,5.032661368094296
1,12294,5.032687726541786
1,12311,5.0327153314945665
1,12327,5.032740941141499
1,12343,5.032766196120122
1,12360,5.032792646912746
1,12376,5.032817187204631
1,12392,5.032841388955531
1,12409,5.032866738070227
1,12425,5.0328902575711485
1,12441,5.032913453867054
1,12458,5.032937751210743
1,12474,5.032960296104713
1,12490,5.032982532379892
1,12507,5.033005825419606
1,12523,5.033027439635568
1,12539,5.033048759108498
1,12556,5.033071092999217
1,12572,5.033091818329052
1,12588,5.033112262118241
1,12605,5.033133679823601
1,12621,5.0331535560335645
1,12637,5.033173163266922
1,12654,5.033193705673206
1,12670,5.033212770609174
1,12686,5.033231578527323
1,12703,5.03325128455114
1,12719,5.033269574238032
1,12735,5.033287618291894
1,12752,5.033306524981913
1,12768,5.03332407371763
1,12784,5.03334138766065
1,12801,5.0333595302937315
1,12817,5.033376370737929
1,12833,5.033392986713228
1,12849,5.0334093814832706
1,12866,5.033426562143294
1,12882,5.033442510766056
1,12898,5.033458247862647
1,12915,5.033474740180105
1,12931,5.033490050615473
1,12947,5.033505158746422
1,12964,5.033520992730885
1,12980,5.03353569276762
1,12996,5.033550199287537
1,13013,5.033565403535727
1,13029,5.033579519655882
1,13045,5.033593450634591
1,13062,5.033608052401734
1,13078,5.033621609846568
1,13094,5.033634990133844
1,13111,5.033649015401178
1,13127,5.033662038233521
1,13143,5.033674891520342
1,13160,5.033688365059001
1,13176,5.033700876222284
1,13192,5.033713225098809
1,13209,5.0337261705303
1,13225,5.033738191904419
1,13241,5.033750057914868
1,13258,5.033762497768314
1,13274,5.0337740502225365
1,13290,5.0337854539171545
1,13307,5.033797409683503
1,13323,5.033808513126555
1,13339,5.033819474110819
1,13356,5.033830966294182
1,13372,5.033841639721693
1,13388,5.033852176702933
1,13405,5.03386322486921
1,13421,5.033873486408654
1,13437,5.033883617240197
1,13454,5.033894240063159
1,13470,5.03390410701644
1,13486,5.033913848739463
1,13503,5.033924064044402
1,13519,5.03393355292821
1,13535,5.033942921811385
1,13552,5.0339527466164995
1,13568,5.033961873200557
1,13584,5.033970884777647
1,13601,5.033980335333263
1,13617,5.033989114676587
1,13633,5.033997783782079
1,13650,5.034006875607847
1,13666,5.0340153220931345
1,13682,5.03402366289603
1,13699,5.03403241081619
1,13715,5.034040538182423
1,13731,5.03404856421829
1,13748,5.034056982395123
1,13764,5.0340648037685
1,13780,5.034072527969872
1,13797,5.03408062993544
1,13813,5.034088157858718
1,13829,5.0340955925839435
1,13846,5.034103391270191
1,13862,5.03411063773053
1,13878,5.034117794791138
1,13895,5.034125302558475
1,13911,5.0341322790138605
1,13927,5.034139169700543
1,13944,5.034146398364962
1,13960,5.034153115769293
1,13976,5.034159750876563
1,13993,5.034166711735391
1,14009,5.03417318056229
1,14025,5.034179570411899
1,14041,5.034185882336547
1,14058,5.034192504533664
1,14074,5.034198658996837
1,14090,5.034204738664306
1,14107,5.034211117466516
1,14123,5.034217045985063
1,14139,5.034222902701344
1,14156,5.034229047849792
1,14172,5.034234759456175
1,14188,5.034240402124241
1,14205,5.034246322938689
1,14221,5.03425182627508
1,14237,5.034257263413627
1,14254,5.0342629688120235
1,14270,5.034268272148417
1,14286,5.034273511909686
1,14303,5.034279010426775
1,14319,5.034284121678203
1,14335,5.034289171864903
1,14352,5.034294471669911
1,14368,5.034299398412809
1,14384,5.0343042664942175
1,14401,5.034309375407668
1,14417,5.0343141248954275
1,14433,5.034318818022696
1,14450,5.0343237435323935
1,14466,5.034328322710164
1,14482,5.034332847730871
1,14499,5.03433759700711
1,14515,5.0343420125258636
1,14531,5.034346375997858
1,14548,5.034350955907883
1,14564,5.034355214137806
1,14580,5.034359422342371
1,14597,5.03436383946414
1,14613,5.034367946507361
1,14629,5.034372005461753
1,14646,5.03437626609702
1,14662,5.03438022779973
1,14678,5.034384143269096
1,14695,5.034388253455878
1,14711,5.034392075419864
1,14727,5.034395852928586
1,14744,5.03439981845302
1,14760,5.0344035060466386
1,14776,5.034407150889141
1,14793,5.034410977296769
1,14809,5.034414535665399
1,14825,5.034418052916431
1,14842,5.03442174552295
1,14858,5.034425179598944
1,14874,5.034428574123373
1,14891,5.03443213802487
1,14907,5.0344354525370285
1,14923,5.034438728999161
1,14940,5.034442169081865
1,14956,5.034445368564461
1,14972,5.034448531436935
1,14989,5.0344518523864945
1,15005,5.034454941187871
1,15021,5.034457994760116
1,15038,5.034461201070451
1,15054,5.034464183361219
1,15070,5.034467131747514
1,15087,5.034470227729248
1,15103,5.034473107510085
1,15119,5.03447595465725
1,15136,5.034478944445738
1,15152,5.034481725554832
1,15168,5.034484475249547
1,15185,5.034487362812536
1,15201,5.034490048932676
1,15217,5.0344927048084696
1,15233,5.034495330811662
1,15250,5.034498088618735
1,15266,5.034500654162635
1,15282,5.0345031909419005
1,15299,5.034505855146085
1,15315,5.0345083337049665
1,15331,5.034510784562742
1,15348,5.034513358624897
1,15364,5.034515753411537
1,15380,5.034518121518076
1,15397,5.0345206087606815
1,15413,5.034522922859532
1,15429,5.034525211258592
1,15446,5.034527614871694
1,15462,5.034529851244394
1,15478,5.034532062858657
1,15495,5.034534385905543
1,15511,5.034536547396168
1,15527,5.034538685032422
1,15544,5.034540930455032
1,15560,5.034543019795113
1,15576,5.034545086149187
1,15593,5.034547256773283
1,15609,5.034549276586591
1,15625,5.03455127424807
1,15642,5.034553372788164
1,15658,5.0345553255952815
1,15674,5.034557257052005
1,15691,5.0345592861160675
1,15707,5.034561174338746
1,15723,5.0345630419811105
1,15740,5.034565004075064
1,15756,5.034566830040394
1,15772,5.034568636165448
1,15789,5.034570533697456
1,15805,5.034572299641843
1,15821,5.034574046457207
1,15838,5.034575881741783
1,15854,5.034577589814739
1,15870,5.034579279442351
1,15887,5.034581054704262
1,15903,5.034582706972043
1,15919,5.0345843414517315
1,15936,5.03458605882974
1,15952,5.034587657278809
1,15968,5.034589238571705
1,15985,5.034590900122151
1,16001,5.034592446662488
1,16017,5.034593976654291
1,16034,5.034595584354497
1,16050,5.034597080822767
1,16066,5.034598561326863
1,16083,5.034600117078401
1,16099,5.03460156524098
1,16115,5.034602998001425
1,16132,5.034604503633238
1,16148,5.034605905189098
1,16164,5.034607291883464
1,16181,5.034608749154845
1,16197,5.034610105738327
1,16213,5.034611447980426
1,16230,5.03461285858387
1,16246,5.034614171767323
1,16262,5.034615471109815
1,16279,5.034616836673747
1,16295,5.034618107970055
1,16311,5.034619365906936
1,16328,5.034620687998315
1,16344,5.034621918863317
1,16360,5.034623136832303
1,16377,5.034624416959119
1,16393,5.0346256087939185
1,16409,5.034626788178726
1,16426,5.034628027792383
1,16442,5.034629181945563
1,16458,5.034630324078089
1,16474,5.03463145432665
1,16491,5.0346326423454295
1,16507,5.034633748507833
1,16523,5.034634843194503
1,16540,5.034635993870458
1,16556,5.034637065297162
1,16572,5.034638125641196
1,16589,5.034639240253386
1,16605,5.03464027813299
1,16621,5.034641305308419
1,16638,5.034642385088512
1,16654,5.034643390565611
1,16670,5.034644385703052
1,16687,5.034645431837209
1,16703,5.034646406014158
1,16719,5.034647370202533
1,16736,5.034648383833221
1,16752,5.0346493277718
1,16768,5.034650262059993
1,16785,5.034651244287709
1,16801,5.034652159010735
1,16817,5.034653064409176
1,16834,5.034654016294111
1,16850,5.03465490278697
1,16866,5.03465578026915
1,16883,5.034656702832767
1,16899,5.034657562044895
1,16915,5.034658412548813
1,16932,5.0346593067753815
1,16948,5.034660139621666
1,16964,5.034660964051226
1,16981,5.034661830889265
1,16997,5.034662638251401
1,17013,5.034663437477743
1,17030,5.034664277841426
1,17046,5.03466506056921
1,17062,5.034665835431985
1,17079,5.034666650202472
1,17095,5.034667409115043
1,17111,5.034668160423642
1,17128,5.034668950450363
1,17144,5.0346696863373905
1,17160,5.034670414872108
1,17177,5.034671180973994
1,17193,5.034671894596821
1,17209,5.034672601109989
1,17226,5.034673344076644
1,17242,5.034674036169376
1,17258,5.034674721386435
1,17275,5.034675441979273
1,17291,5.034676113249826
1,17307,5.034676777870361
1,17324,5.0346774768236795
1,17340,5.034678127954788
1,17356,5.034678772653521
1,17373,5.0346794506755455
1,17389,5.034680082325723
1,17405,5.034680707753461
1,17422,5.0346813655273355
1,17438,5.0346819783317995
1,17454,5.034682585116346
1,17471,5.034683223301094
1,17487,5.034683817872651
1,17503,5.034684406619679
1,17520,5.034685025851118
1,17536,5.034685602781012
1,17552,5.034686174074908
1,17569,5.034686774966522
1,17585,5.034687334825257
1,17601,5.034687889229918
1,17618,5.034688472373707
1,17634,5.034689015711823
1,17650,5.034689553771438
1,17666,5.034690086608544
1,17683,5.034690647087551
1,17699,5.034691169327332
1,17715,5.034691686512115
1,17732,5.0346922305419195
1,17748,5.03469273746882
1,17764,5.034693239502419
1,17781,5.034693767609191
1,17797,5.034694259712586
1,17813,5.034694747078779
1,17830,5.034695259770479
1,17846,5.034695737522821
1,17862,5.034696210688672
1,17879,5.034696708455726
1,17895,5.034697172313173
1,17911,5.034697631729655
1,17928,5.034698115045604
1,17944,5.034698565448627
1,17960,5.034699011551211
1,17977,5.034699480873343
1,17993,5.034699918247302
1,18009,5.034700351456538
1,18026,5.034700807226478
1,18042,5.034701231982185
1,18058,5.034701652704248
1,18075,5.034702095348541
1,18091,5.034702507882788
1,18107,5.034702916510009
1,18124,5.034703346440674
1,18140,5.034703747136753
1,18156,5.034704144048121
1,18173,5.034704561663183
1,18189,5.034704950891376
1,18205,5.034705336453031
1,18222,5.03470574213703
1,18238,5.03470612025509
2,1926,2.3125341770996815
2,1942,2.312534917160168
2,1958,2.31253572406019
2,1974,2.3125366032150443
2,1991,2.3125376229866172
2,2007,2.3125386699621595
2,2023,2.3125398083043947
2,2040,2.3125411259149735
2,2056,2.31254247585318
2,2072,2.3125439406728976
2,2089,2.3125456327445506
2,2105,2.312547362884532
2,2121,2.3125492366955553
2,2138,2.3125513970316742
2,2154,2.312553601780212
2,2170,2.312555985281534
2,2187,2.3125587281801496
2,2203,2.312561522393973
2,2219,2.3125645379178557
2,2236,2.312568002024794
2,2252,2.3125715248231318
2,2268,2.3125753203357475
2,2285,2.3125796731101
2,2301,2.3125840922880982
2,2317,2.312588846015671
2,2334,2.312594288887759
2,2350,2.312599806008787
2,2366,2.3126057317697963
2,2383,2.312612506080078
2,2399,2.3126193623329243
2,2415,2.3126267156651132
2,2432,2.312635109481388
2,2448,2.31264359239692
2,2464,2.31265267757659
2,2481,2.3126630334963454
2,2497,2.3126734846273327
2,2513,2.312684662687754
2,2530,2.3126973867426326
2,2546,2.3127102104201827
2,2562,2.3127239082858537
2,2579,2.3127394800759675
2,2595,2.3127551533663047
2,2611,2.3127718742302945
2,2628,2.3127908584274524
2,2644,2.312809942423658
2,2660,2.3128302775062997
2,2677,2.3128533368771342
2,2693,2.3128764894718334
2,2709,2.312901131310585
2,2726,2.3129290414229984
2,2742,2.312957031719842
2,2758,2.3129867891521143
2,2775,2.3130204549413316
2,2791,2.3130541794753445
