reg,etr,sim
1,0,17
1,0.03083483483483484,18
1,0.06166966966966968,18
1,0.09250450450450451,18
1,0.12333933933933935,18
1,0.1541741741741742,18
1,0.18500900900900902,19
1,0.21584384384384386,19
1,0.2466786786786787,19
1,0.27751351351351355,19
1,0.3083483483483484,20
1,0.33918318318318325,20
1,0.37001801801801804,20
1,0.4008528528528529,20
1,0.4316876876876877,21
1,0.46252252252252257,21
1,0.4933573573573574,21
1,0.5241921921921923,21
1,0.5550270270270271,21
1,0.585861861861862,22
1,0.6166966966966968,22
1,0.6475315315315316,22
1,0.6783663663663665,22
1,0.7092012012012013,23
1,0.7400360360360361,23
1,0.7708708708708709,23
1,0.8017057057057058,23
1,0.8325405405405406,24
1,0.8633753753753755,24
1,0.8942102102102103,24
1,0.9250450450450451,24
1,0.95587987987988,25
1,0.9867147147147148,25
1,1.0175495495495497,25
1,1.0483843843843845,25
1,1.0792192192192194,26
1,1.1100540540540542,26
1,1.140888888888889,26
1,1.171723723723724,26
1,1.2025585585585588,27
1,1.2333933933933936,27
1,1.2642282282282284,27
1,1.2950630630630633,27
1,1.3258978978978981,28
1,1.356732732732733,28
1,1.3875675675675678,28
1,1.4184024024024027,28
1,1.4492372372372375,29
1,1.4800720720720721,29
1,1.510906906906907,29
1,1.5417417417417418,29
1,1.5725765765765767,30
1,1.6034114114114115,30
1,1.6342462462462464,30
1,1.6650810810810812,30
1,1.695915915915916,31
1,1.726750750750751,31
1,1.7575855855855858,31
1,1.7884204204204206,32
1,1.8192552552552554,32
1,1.8500900900900903,32
1,1.8809249249249251,32
1,1.91175975975976,33
1,1.9425945945945948,33
1,1.9734294294294297,33
1,2.0042642642642643,33
1,2.0350990990990994,34
1,2.065933933933934,34
1,2.096768768768769,34
1,2.1276036036036037,35
1,2.1584384384384387,35
1,2.1892732732732734,35
1,2.2201081081081084,35
1,2.250942942942943,36
1,2.281777777777778,36
1,2.3126126126126128,36
1,2.343447447447448,36
1,2.3742822822822824,37
1,2.4051171171171175,37
1,2.435951951951952,37
1,2.466786786786787,38
1,2.497621621621622,38
1,2.528456456456457,38
1,2.5592912912912915,38
1,2.5901261261261266,39
1,2.620960960960961,39
1,2.6517957957957963,39
1,2.682630630630631,39
1,2.713465465465466,40
1,2.7443003003003006,40
1,2.7751351351351357,40
1,2.8059699699699703,41
1,2.8368048048048053,41
1,2.86763963963964,41
1,2.898474474474475,41
1,2.9293093093093097,42
1,2.9601441441441443,42
1,2.9909789789789794,42
1,3.021813813813814,43
1,3.052648648648649,43
1,3.0834834834834837,43
1,3.1143183183183187,43
1,3.1451531531531534,44
1,3.1759879879879884,44
1,3.206822822822823,44
1,3.237657657657658,45
1,3.2684924924924927,45
1,3.299327327327328,45
1,3.3301621621621624,45
1,3.3609969969969975,46
1,3.391831831831832,46
1,3.422666666666667,46
1,3.453501501501502,47
1,3.484336336336337,47
1,3.5151711711711715,47
1,3.5460060060060066,47
1,3.576840840840841,48
1,3.6076756756756763,48
1,3.638510510510511,48
1,3.669345345345346,48
1,3.7001801801801806,49
1,3.7310150150150156,49
1,3.7618498498498503,49
1,3.7926846846846853,50
1,3.82351951951952,50
1,3.854354354354355,50
1,3.8851891891891897,50
1,3.9160240240240247,51
1,3.9468588588588593,51
1,3.977693693693694,51
1,4.008528528528529,52
1,4.039363363363364,52
1,4.070198198198199,52
1,4.101033033033033,52
1,4.131867867867868,53
1,4.1627027027027035,53
1,4.193537537537538,53
1,4.224372372372373,54
1,4.255207207207207,54
1,4.286042042042043,54
1,4.3168768768768775,54
1,4.347711711711712,55
1,4.378546546546547,55
1,4.409381381381382,55
1,4.440216216216217,55
1,4.4710510510510515,56
1,4.501885885885886,56
1,4.532720720720722,56
1,4.563555555555556,57
1,4.594390390390391,57
1,4.6252252252252255,57
1,4.656060060060061,57
1,4.686894894894896,58
1,4.71772972972973,58
1,4.748564564564565,58
1,4.7793993993994,58
1,4.810234234234235,59
1,4.84106906906907,59
1,4.871903903903904,59
1,4.90273873873874,60
1,4.933573573573574,60
1,4.964408408408409,60
1,4.995243243243244,60
1,5.026078078078078,61
1,5.056912912912914,61
1,5.087747747747748,61
1,5.118582582582583,61
1,5.149417417417418,62
1,5.180252252252253,62
1,5.211087087087088,62
1,5.241921921921922,62
1,5.272756756756757,63
1,5.3035915915915925,63
1,5.334426426426427,63
1,5.365261261261262,63
1,5.396096096096096,64
1,5.426930930930932,64
1,5.4577657657657666,64
1,5.488600600600601,65
1,5.519435435435436,65
1,5.550270270270271,65
1,5.581105105105106,65
1,5.611939939939941,66
1,5.642774774774775,66
1,5.673609609609611,66
1,5.704444444444445,66
1,5.73527927927928,67
1,5.766114114114115,67
1,5.79694894894895,67
1,5.827783783783785,67
1,5.858618618618619,68
1,5.889453453453454,68
1,5.920288288288289,68
1,5.951123123123124,68
1,5.981957957957959,69
1,6.012792792792793,69
1,6.043627627627628,69
1,6.0744624624624635,69
1,6.105297297297298,70
1,6.136132132132133,70
1,6.166966966966967,70
1,6.197801801801803,70
1,6.2286366366366375,71
1,6.259471471471472,71
1,6.290306306306307,71
1,6.321141141141142,71
1,6.351975975975977,72
1,6.3828108108108115,72
1,6.413645645645646,72
1,6.444480480480482,72
1,6.475315315315316,73
1,6.506150150150151,73
1,6.5369849849849855,73
1,6.567819819819821,73
1,6.598654654654656,73
1,6.62948948948949,74
1,6.660324324324325,74
1,6.69115915915916,74
1,6.721993993993995,74
1,6.75282882882883,75
1,6.783663663663664,75
1,6.8144984984985,75
1,6.845333333333334,75
1,6.876168168168169,76
1,6.907003003003004,76
1,6.937837837837838,76
1,6.968672672672674,76
1,6.999507507507508,76
1,7.030342342342343,77
1,7.061177177177178,77
1,7.092012012012013,77
1,7.122846846846848,77
1,7.153681681681682,78
1,7.184516516516517,78
1,7.2153513513513525,78
1,7.246186186186187,78
1,7.277021021021022,78
1,7.307855855855856,79
1,7.338690690690692,79
1,7.3695255255255265,79
1,7.400360360360361,79
1,7.431195195195196,80
1,7.462030030030031,80
1,7.492864864864866,80
1,7.5236996996997005,80
1,7.554534534534535,80
1,7.585369369369371,81
1,7.616204204204205,81
1,7.64703903903904,81
1,7.6778738738738745,81
1,7.70870870870871,81
1,7.739543543543545,82
1,7.770378378378379,82
1,7.801213213213214,82
1,7.832048048048049,82
1,7.862882882882884,82
1,7.893717717717719,83
1,7.924552552552553,83
1,7.955387387387388,83
1,7.9862222222222234,83
1,8.017057057057057,84
1,8.047891891891894,84
1,8.078726726726728,84
1,8.109561561561563,84
1,8.140396396396397,84
1,8.171231231231232,85
1,8.202066066066067,85
1,8.232900900900901,85
1,8.263735735735736,85
1,8.294570570570572,85
1,8.325405405405407,85
1,8.356240240240242,86
1,8.387075075075076,86
1,8.41790990990991,86
1,8.448744744744745,86
1,8.47957957957958,86
1,8.510414414414415,87
1,8.541249249249251,87
1,8.572084084084086,87
1,8.60291891891892,87
1,8.633753753753755,87
1,8.66458858858859,88
1,8.695423423423424,88
1,8.726258258258259,88
1,8.757093093093093,88
1,8.78792792792793,88
1,8.818762762762764,88
1,8.8495975975976,89
1,8.880432432432434,89
1,8.911267267267268,89
1,8.942102102102103,89
1,8.972936936936938,89
1,9.003771771771772,90
1,9.034606606606607,90
1,9.065441441441443,90
1,9.096276276276278,90
1,9.127111111111113,90
1,9.157945945945947,90
1,9.188780780780782,91
1,9.219615615615616,91
1,9.250450450450451,91
1,9.281285285285286,91
1,9.312120120120122,91
1,9.342954954954957,91
1,9.373789789789791,92
1,9.404624624624626,92
1,9.43545945945946,92
1,9.466294294294295,92
1,9.49712912912913,92
1,9.527963963963964,92
1,9.5587987987988,93
1,9.589633633633635,93
1,9.62046846846847,93
1,9.651303303303305,93
1,9.68213813813814,93
1,9.712972972972974,93
1,9.743807807807809,94
1,9.774642642642643,94
1,9.80547747747748,94
1,9.836312312312314,94
1,9.867147147147149,94
1,9.897981981981983,94
1,9.928816816816818,95
1,9.959651651651653,95
1,9.990486486486487,95
1,10.021321321321322,95
1,10.052156156156157,95
1,10.082990990990993,95
1,10.113825825825828,95
1,10.144660660660662,96
1,10.175495495495497,96
1,10.206330330330331,96
1,10.237165165165166,96
1,10.268,96
1,10.298834834834835,96
1,10.329669669669672,97
1,10.360504504504506,97
1,10.391339339339341,97
1,10.422174174174176,97
1,10.45300900900901,97
1,10.483843843843845,97
1,10.51467867867868,97
1,10.545513513513514,98
1,10.57634834834835,98
1,10.607183183183185,98
1,10.63801801801802,98
1,10.668852852852854,98
1,10.699687687687689,98
1,10.730522522522524,98
1,10.761357357357358,99
1,10.792192192192193,99
1,10.82302702702703,99
1,10.853861861861864,99
1,10.884696696696698,99
1,10.915531531531533,99
1,10.946366366366368,99
1,10.977201201201202,99
1,11.008036036036037,100
1,11.038870870870872,100
1,11.069705705705706,100
1,11.100540540540543,100
1,11.131375375375377,100
1,11.162210210210212,100
1,11.193045045045046,100
1,11.223879879879881,100
1,11.254714714714716,101
1,11.28554954954955,101
1,11.316384384384385,101
1,11.347219219219221,101
1,11.378054054054056,101
1,11.40888888888889,101
1,11.439723723723725,101
1,11.47055855855856,101
1,11.501393393393395,102
1,11.53222822822823,102
1,11.563063063063064,102
1,11.5938978978979,102
1,11.624732732732735,102
1,11.65556756756757,102
1,11.686402402402404,102
1,11.717237237237239,102
1,11.748072072072073,103
1,11.778906906906908,103
1,11.809741741741743,103
1,11.840576576576577,103
1,11.871411411411414,103
1,11.902246246246248,103
1,11.933081081081083,103
1,11.963915915915917,103
1,11.994750750750752,103
1,12.025585585585587,104
1,12.056420420420421,104
1,12.087255255255256,104
1,12.118090090090092,104
1,12.148924924924927,104
1,12.179759759759762,104
1,12.210594594594596,104
1,12.24142942942943,104
1,12.272264264264265,104
1,12.3030990990991,105
1,12.333933933933935,105
1,12.364768768768771,105
1,12.395603603603606,105
1,12.42643843843844,105
1,12.457273273273275,105
1,12.48810810810811,105
1,12.518942942942944,105
1,12.549777777777779,105
1,12.580612612612613,106
1,12.61144744744745,106
1,12.642282282282284,106
1,12.673117117117119,106
1,12.703951951951954,106
1,12.734786786786788,106
1,12.765621621621623,106
1,12.796456456456458,106
1,12.827291291291292,106
1,12.858126126126127,106
1,12.888960960960963,107
1,12.919795795795798,107
1,12.950630630630632,107
1,12.981465465465467,107
1,13.012300300300302,107
1,13.043135135135136,107
1,13.073969969969971,107
1,13.104804804804806,107
1,13.135639639639642,107
1,13.166474474474477,107
1,13.197309309309311,107
1,13.228144144144146,108
1,13.25897897897898,108
1,13.289813813813815,108
1,13.32064864864865,108
1,13.351483483483484,108
1,13.38231831831832,108
1,13.413153153153155,108
1,13.44398798798799,108
1,13.474822822822825,108
1,13.50565765765766,108
1,13.536492492492494,108
1,13.567327327327328,109
1,13.598162162162163,109
1,13.628996996997,109
1,13.659831831831834,109
1,13.690666666666669,109
1,13.721501501501503,109
1,13.752336336336338,109
1,13.783171171171173,109
1,13.814006006006007,109
1,13.844840840840842,109
1,13.875675675675677,109
1,13.906510510510513,109
1,13.937345345345348,110
1,13.968180180180182,110
1,13.999015015015017,110
1,14.029849849849851,110
1,14.060684684684686,110
1,14.09151951951952,110
1,14.122354354354355,110
1,14.153189189189192,110
1,14.184024024024026,110
1,14.214858858858861,110
1,14.245693693693696,110
1,14.27652852852853,110
1,14.307363363363365,110
1,14.3381981981982,111
1,14.369033033033034,111
1,14.39986786786787,111
1,14.430702702702705,111
1,14.46153753753754,111
1,14.492372372372374,111
1,14.523207207207209,111
1,14.554042042042044,111
1,14.584876876876878,111
1,14.615711711711713,111
1,14.64654654654655,111
1,14.677381381381384,111
1,14.708216216216218,111
1,14.739051051051053,111
1,14.769885885885888,112
1,14.800720720720722,112
1,14.831555555555557,112
1,14.862390390390392,112
1,14.893225225225226,112
1,14.924060060060063,112
1,14.954894894894897,112
1,14.985729729729732,112
1,15.016564564564566,112
1,15.047399399399401,112
1,15.078234234234236,112
1,15.10906906906907,112
1,15.139903903903905,112
1,15.170738738738741,112
1,15.201573573573576,112
1,15.23240840840841,113
1,15.263243243243245,113
1,15.29407807807808,113
1,15.324912912912914,113
1,15.355747747747749,113
1,15.386582582582584,113
1,15.41741741741742,113
1,15.448252252252255,113
1,15.47908708708709,113
1,15.509921921921924,113
1,15.540756756756759,113
1,15.571591591591593,113
1,15.602426426426428,113
1,15.633261261261262,113
1,15.664096096096099,113
1,15.694930930930933,113
1,15.725765765765768,114
1,15.756600600600603,114
1,15.787435435435437,114
1,15.818270270270272,114
1,15.849105105105107,114
1,15.879939939939941,114
1,15.910774774774776,114
1,15.941609609609612,114
1,15.972444444444447,114
1,16.00327927927928,114
1,16.034114114114114,114
1,16.064948948948953,114
1,16.095783783783787,114
1,16.126618618618622,114
1,16.157453453453456,114
1,16.18828828828829,114
1,16.219123123123126,114
1,16.24995795795796,114
1,16.280792792792795,115
1,16.31162762762763,115
1,16.342462462462464,115
1,16.3732972972973,115
1,16.404132132132133,115
1,16.434966966966968,115
1,16.465801801801803,115
1,16.496636636636637,115
1,16.527471471471472,115
1,16.55830630630631,115
1,16.589141141141145,115
1,16.61997597597598,115
1,16.650810810810814,115
1,16.68164564564565,115
1,16.712480480480483,115
1,16.743315315315318,115
1,16.774150150150152,115
1,16.804984984984987,115
1,16.83581981981982,115
1,16.866654654654656,115
1,16.89748948948949,116
1,16.928324324324326,116
1,16.95915915915916,116
1,16.989993993993995,116
1,17.02082882882883,116
1,17.051663663663664,116
1,17.082498498498502,116
1,17.113333333333337,116
1,17.14416816816817,116
1,17.175003003003006,116
1,17.20583783783784,116
1,17.236672672672675,116
1,17.26750750750751,116
1,17.298342342342345,116
1,17.32917717717718,116
1,17.360012012012014,116
1,17.39084684684685,116
1,17.421681681681683,116
1,17.452516516516518,116
1,17.483351351351352,116
1,17.514186186186187,116
1,17.54502102102102,116
1,17.57585585585586,116
1,17.606690690690694,117
1,17.63752552552553,117
1,17.668360360360364,117
1,17.6991951951952,117
1,17.730030030030033,117
1,17.760864864864867,117
1,17.791699699699702,117
1,17.822534534534537,117
1,17.85336936936937,117
1,17.884204204204206,117
1,17.91503903903904,117
1,17.945873873873875,117
1,17.97670870870871,117
1,18.007543543543544,117
1,18.03837837837838,117
1,18.069213213213214,117
1,18.100048048048052,117
1,18.130882882882887,117
1,18.16171771771772,117
1,18.192552552552556,117
1,18.22338738738739,117
1,18.254222222222225,117
1,18.28505705705706,117
1,18.315891891891894,117
1,18.34672672672673,117
1,18.377561561561564,117
1,18.408396396396398,118
1,18.439231231231233,118
1,18.470066066066067,118
1,18.500900900900902,118
1,18.531735735735737,118
1,18.56257057057057,118
1,18.59340540540541,118
1,18.624240240240244,118
1,18.65507507507508,118
1,18.685909909909913,118
1,18.716744744744748,118
1,18.747579579579583,118
1,18.778414414414417,118
1,18.809249249249252,118
1,18.840084084084086,118
1,18.87091891891892,118
1,18.901753753753756,118
1,18.93258858858859,118
1,18.963423423423425,118
1,18.99425825825826,118
1,19.025093093093094,118
1,19.05592792792793,118
1,19.086762762762763,118
1,19.1175975975976,118
1,19.148432432432436,118
1,19.17926726726727,118
1,19.210102102102105,118
1,19.24093693693694,118
1,19.271771771771775,118
1,19.30260660660661,118
1,19.333441441441444,118
1,19.36427627627628,119
1,19.395111111111113,119
1,19.425945945945948,119
1,19.456780780780782,119
1,19.487615615615617,119
1,19.51845045045045,119
1,19.549285285285286,119
1,19.58012012012012,119
1,19.61095495495496,119
1,19.641789789789794,119
1,19.67262462462463,119
1,19.703459459459463,119
1,19.734294294294298,119
1,19.765129129129132,119
1,19.795963963963967,119
1,19.8267987987988,119
1,19.857633633633636,119
1,19.88846846846847,119
1,19.919303303303305,119
1,19.95013813813814,119
1,19.980972972972975,119
1,20.01180780780781,119
1,20.042642642642644,119
1,20.07347747747748,119
1,20.104312312312313,119
1,20.13514714714715,119
1,20.165981981981986,119
1,20.19681681681682,119
1,20.227651651651655,119
1,20.25848648648649,119
1,20.289321321321324,119
1,20.32015615615616,119
1,20.350990990990994,119
1,20.38182582582583,119
1,20.412660660660663,119
1,20.443495495495497,119
1,20.474330330330332,119
1,20.505165165165167,119
1,20.536,120
1,20.566834834834836,120
1,20.59766966966967,120
1,20.62850450450451,120
1,20.659339339339343,120
1,20.690174174174178,120
1,20.721009009009013,120
1,20.751843843843847,120
1,20.782678678678682,120
1,20.813513513513517,120
1,20.84434834834835,120
1,20.875183183183186,120
1,20.90601801801802,120
1,20.936852852852855,120
1,20.96768768768769,120
1,20.998522522522524,120
1,21.02935735735736,120
1,21.060192192192194,120
1,21.091027027027028,120
1,21.121861861861863,120
1,21.1526966966967,120
1,21.183531531531536,120
1,21.21436636636637,120
1,21.245201201201205,120
1,21.27603603603604,120
1,21.306870870870874,120
1,21.33770570570571,120
1,21.368540540540543,120
1,21.399375375375378,120
1,21.430210210210213,120
1,21.461045045045047,120
1,21.491879879879882,120
1,21.522714714714716,120
1,21.55354954954955,120
1,21.584384384384386,120
1,21.61521921921922,120
1,21.64605405405406,120
1,21.676888888888893,120
1,21.707723723723728,120
1,21.738558558558562,120
1,21.769393393393397,120
1,21.80022822822823,120
1,21.831063063063066,120
1,21.8618978978979,120
1,21.892732732732735,120
1,21.92356756756757,120
1,21.954402402402405,120
1,21.98523723723724,120
1,22.016072072072074,120
1,22.04690690690691,121
1,22.077741741741743,121
1,22.108576576576578,121
1,22.139411411411412,121
1,22.17024624624625,121
1,22.201081081081085,121
1,22.23191591591592,121
1,22.262750750750754,121
1,22.29358558558559,121
1,22.324420420420424,121
1,22.35525525525526,121
1,22.386090090090093,121
1,22.416924924924928,121
1,22.447759759759762,121
1,22.478594594594597,121
1,22.50942942942943,121
1,22.540264264264266,121
1,22.5710990990991,121
1,22.601933933933935,121
1,22.63276876876877,121
1,22.663603603603608,121
1,22.694438438438443,121
1,22.725273273273277,121
1,22.756108108108112,121
1,22.786942942942947,121
1,22.81777777777778,121
1,22.848612612612616,121
1,22.87944744744745,121
1,22.910282282282285,121
1,22.94111711711712,121
1,22.971951951951954,121
1,23.00278678678679,121
1,23.033621621621624,121
1,23.06445645645646,121
1,23.095291291291293,121
1,23.126126126126128,121
1,23.156960960960962,121
1,23.1877957957958,121
1,23.218630630630635,121
1,23.24946546546547,121
1,23.280300300300304,121
1,23.31113513513514,121
1,23.341969969969973,121
1,23.372804804804808,121
1,23.403639639639643,121
1,23.434474474474477,121
1,23.465309309309312,121
1,23.496144144144147,121
1,23.52697897897898,121
1,23.557813813813816,121
1,23.58864864864865,121
1,23.619483483483485,121
1,23.65031831831832,121
1,23.681153153153154,121
1,23.711987987987992,121
1,23.742822822822827,121
1,23.77365765765766,121
1,23.804492492492496,121
1,23.83532732732733,121
1,23.866162162162166,121
1,23.896996996997,121
1,23.927831831831835,121
1,23.95866666666667,121
1,23.989501501501504,121
1,24.02033633633634,121
1,24.051171171171173,121
1,24.082006006006008,121
1,24.112840840840843,121
1,24.143675675675677,121
1,24.174510510510512,121
1,24.20534534534535,122
1,24.236180180180185,122
1,24.26701501501502,122
1,24.297849849849854,122
1,24.32868468468469,122
1,24.359519519519523,122
1,24.390354354354358,122
1,24.421189189189192,122
1,24.452024024024027,122
1,24.48285885885886,122
1,24.513693693693696,122
1,24.54452852852853,122
1,24.575363363363365,122
1,24.6061981981982,122
1,24.637033033033035,122
1,24.66786786786787,122
1,24.698702702702704,122
1,24.729537537537542,122
1,24.760372372372377,122
1,24.79120720720721,122
1,24.822042042042046,122
1,24.85287687687688,122
1,24.883711711711715,122
1,24.91454654654655,122
1,24.945381381381385,122
1,24.97621621621622,122
